,id,contractId,contractType,stockSymbol,buyerMemberId,sellerMemberId,contractQuantity,contractRate,contractAmount,businessDate,tradeBookId,stockId,buyerBrokerName,sellerBrokerName,tradeTime,securityName
299,,2021053105001061,,KLBSL,29,7,90,1661.0,149490.0,2021-05-31,30116091,694,Trisul Securities & Invt. Ltd.,J.F. Securites (PVT) Ltd.,2021-05-31T13:43:37.941511,Kisan Lagubitta Bittiya Sanstha Limited
300,,2021053105001060,,SHL,49,51,100,244.0,24400.0,2021-05-31,30115652,147,Online Securities Pvt. Ltd.,Oxford Securities Pvt. Ltd.,2021-05-31T13:43:17.836121,Soaltee Hotel Limited
301,,2021053105001059,,SHL,52,36,100,244.0,24400.0,2021-05-31,30115062,147,Sundhara Securities Limited,Secured Securities Ltd.,2021-05-31T13:42:51.542198,Soaltee Hotel Limited
302,,2021053105001058,,SHL,45,11,100,245.0,24500.0,2021-05-31,30114479,147,Imperial Securities Company Pvt. Ltd.,Malla & Malla Stock Broking Company Pvt. Limited,2021-05-31T13:42:16.108988,Soaltee Hotel Limited
303,,2021053105001057,,SHL,43,29,100,244.0,24400.0,2021-05-31,30114468,147,South Asian Bulls Pvt. Ltd.,Trisul Securities & Invt. Ltd.,2021-05-31T13:42:15.171905,Soaltee Hotel Limited
304,,2021053105001056,,SHL,42,29,200,244.0,48800.0,2021-05-31,30114344,147,Sani Securities Company Ltd.,Trisul Securities & Invt. Ltd.,2021-05-31T13:42:08.559923,Soaltee Hotel Limited
305,,2021053105001055,,SHL,21,51,1000,244.0,244000.0,2021-05-31,30114052,147,Midas Stock Broking Company Private Limited,Oxford Securities Pvt. Ltd.,2021-05-31T13:41:52.360531,Soaltee Hotel Limited
306,,2021053105001054,,SHL,21,17,100,244.0,24400.0,2021-05-31,30113646,147,Midas Stock Broking Company Private Limited,ABC Securities Private Limited,2021-05-31T13:41:28.236962,Soaltee Hotel Limited
307,,2021053105001053,,SHL,54,55,100,243.0,24300.0,2021-05-31,30113345,147,Sewa Securities Pvt. Ltd.,Bhrikuti Stock Broking Co. Pvt. Ltd.,2021-05-31T13:41:17.682493,Soaltee Hotel Limited
308,,2021053105001052,,SHL,13,55,100,243.0,24300.0,2021-05-31,30113344,147,Thrive Brokerage House Pvt. Ltd,Bhrikuti Stock Broking Co. Pvt. Ltd.,2021-05-31T13:41:17.68197,Soaltee Hotel Limited
309,,2021053105001051,,SHL,52,55,100,243.0,24300.0,2021-05-31,30113342,147,Sundhara Securities Limited,Bhrikuti Stock Broking Co. Pvt. Ltd.,2021-05-31T13:41:17.681409,Soaltee Hotel Limited
310,,2021053105001050,,SHL,21,55,100,243.0,24300.0,2021-05-31,30113340,147,Midas Stock Broking Company Private Limited,Bhrikuti Stock Broking Co. Pvt. Ltd.,2021-05-31T13:41:17.680895,Soaltee Hotel Limited
311,,2021053105001049,,SHL,42,55,100,243.0,24300.0,2021-05-31,30113338,147,Sani Securities Company Ltd.,Bhrikuti Stock Broking Co. Pvt. Ltd.,2021-05-31T13:41:17.680205,Soaltee Hotel Limited
312,,2021053105001048,,SHL,8,55,300,243.0,72900.0,2021-05-31,30113336,147,Ashutosh Brokerage & Securities (PVT) Ltd.,Bhrikuti Stock Broking Co. Pvt. Ltd.,2021-05-31T13:41:17.679612,Soaltee Hotel Limited
313,,2021053105001047,,SHL,38,55,100,243.0,24300.0,2021-05-31,30113334,147,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,Bhrikuti Stock Broking Co. Pvt. Ltd.,2021-05-31T13:41:17.679074,Soaltee Hotel Limited
314,,2021053105001046,,SHL,28,55,100,243.0,24300.0,2021-05-31,30113332,147,Shree Krishna Securities Ltd.,Bhrikuti Stock Broking Co. Pvt. Ltd.,2021-05-31T13:41:17.678288,Soaltee Hotel Limited
315,,2021053105001045,,SHL,38,17,160,244.0,39040.0,2021-05-31,30112872,147,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,ABC Securities Private Limited,2021-05-31T13:40:52.862151,Soaltee Hotel Limited
316,,2021053105001044,,SHL,32,17,100,244.0,24400.0,2021-05-31,30112256,147,Premier Securities Company Ltd.,ABC Securities Private Limited,2021-05-31T13:40:20.2584,Soaltee Hotel Limited
317,,2021053105001043,,KLBSL,29,10,100,1661.0,166100.0,2021-05-31,30111171,694,Trisul Securities & Invt. Ltd.,Pragyan Securities (PVT) Ltd.,2021-05-31T13:39:16.003332,Kisan Lagubitta Bittiya Sanstha Limited
318,,2021053105001042,,KLBSL,5,10,10,1662.0,16620.0,2021-05-31,30111170,694,Market Securities & Exchange (PVT) Ltd.,Pragyan Securities (PVT) Ltd.,2021-05-31T13:39:16.002985,Kisan Lagubitta Bittiya Sanstha Limited
319,,2021053105001041,,SHL,54,58,927,243.0,225261.0,2021-05-31,30110533,147,Sewa Securities Pvt. Ltd.,Naasa Securities Co. Ltd.,2021-05-31T13:38:36.448031,Soaltee Hotel Limited
320,,2021053105001040,,SHL,26,17,600,244.0,146400.0,2021-05-31,30110226,147,Asian Securities Private Ltd.,ABC Securities Private Limited,2021-05-31T13:38:12.593049,Soaltee Hotel Limited
321,,2021053105001039,,SHL,26,57,100,244.0,24400.0,2021-05-31,30110223,147,Asian Securities Private Ltd.,Aryatara Investment & Securities,2021-05-31T13:38:12.592192,Soaltee Hotel Limited
322,,2021053105001038,,SHL,53,57,500,244.0,122000.0,2021-05-31,30109656,147,Investment Management Nepal Pvt. Ltd.,Aryatara Investment & Securities,2021-05-31T13:37:33.208973,Soaltee Hotel Limited
323,,2021053105001037,,SHL,3,48,500,244.0,122000.0,2021-05-31,30108785,147,Arun Securities (PVT) Ltd.,Trishakti Securities Public Limited,2021-05-31T13:36:41.779197,Soaltee Hotel Limited
324,,2021053105001036,,SHL,57,48,220,244.0,53680.0,2021-05-31,30108696,147,Aryatara Investment & Securities,Trishakti Securities Public Limited,2021-05-31T13:36:36.893772,Soaltee Hotel Limited
325,,2021053105001035,,SHL,57,58,100,244.0,24400.0,2021-05-31,30108693,147,Aryatara Investment & Securities,Naasa Securities Co. Ltd.,2021-05-31T13:36:36.892893,Soaltee Hotel Limited
326,,2021053105001034,,SHL,26,42,200,244.0,48800.0,2021-05-31,30108668,147,Asian Securities Private Ltd.,Sani Securities Company Ltd.,2021-05-31T13:36:34.494717,Soaltee Hotel Limited
327,,2021053105001033,,SHL,26,21,100,244.0,24400.0,2021-05-31,30108665,147,Asian Securities Private Ltd.,Midas Stock Broking Company Private Limited,2021-05-31T13:36:34.494064,Soaltee Hotel Limited
328,,2021053105001032,,SHL,26,39,200,244.0,48800.0,2021-05-31,30108663,147,Asian Securities Private Ltd.,Sumeru Securities Pvt. Ltd.,2021-05-31T13:36:34.493107,Soaltee Hotel Limited
329,,2021053105001031,,KLBSL,5,10,190,1662.0,315780.0,2021-05-31,30108261,694,Market Securities & Exchange (PVT) Ltd.,Pragyan Securities (PVT) Ltd.,2021-05-31T13:36:10.536972,Kisan Lagubitta Bittiya Sanstha Limited
330,,2021053105001030,,SHL,17,39,200,244.0,48800.0,2021-05-31,30107840,147,ABC Securities Private Limited,Sumeru Securities Pvt. Ltd.,2021-05-31T13:35:40.22926,Soaltee Hotel Limited
331,,2021053105001029,,SHL,4,39,100,244.0,24400.0,2021-05-31,30107448,147,Opal Securities Investment (PVT) Ltd.,Sumeru Securities Pvt. Ltd.,2021-05-31T13:35:16.896007,Soaltee Hotel Limited
332,,2021053105001028,,SHL,4,39,120,244.0,29280.0,2021-05-31,30107445,147,Opal Securities Investment (PVT) Ltd.,Sumeru Securities Pvt. Ltd.,2021-05-31T13:35:16.895156,Soaltee Hotel Limited
333,,2021053105001027,,SHL,45,39,100,244.0,24400.0,2021-05-31,30107362,147,Imperial Securities Company Pvt. Ltd.,Sumeru Securities Pvt. Ltd.,2021-05-31T13:35:12.908191,Soaltee Hotel Limited
334,,2021053105001026,,KLBSL,29,49,199,1671.0,332529.0,2021-05-31,30105942,694,Trisul Securities & Invt. Ltd.,Online Securities Pvt. Ltd.,2021-05-31T13:33:53.140713,Kisan Lagubitta Bittiya Sanstha Limited
335,,2021053105001025,,SHL,56,39,300,244.0,73200.0,2021-05-31,30105928,147,Sri Hari Securities Pvt. Ltd.,Sumeru Securities Pvt. Ltd.,2021-05-31T13:33:51.584521,Soaltee Hotel Limited
336,,2021053105001024,,SHL,49,39,100,244.0,24400.0,2021-05-31,30105594,147,Online Securities Pvt. Ltd.,Sumeru Securities Pvt. Ltd.,2021-05-31T13:33:33.459676,Soaltee Hotel Limited
337,,2021053105001023,,SHL,38,39,100,244.0,24400.0,2021-05-31,30105592,147,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,Sumeru Securities Pvt. Ltd.,2021-05-31T13:33:33.458796,Soaltee Hotel Limited
338,,2021053105001022,,SHL,45,11,100,245.0,24500.0,2021-05-31,30105447,147,Imperial Securities Company Pvt. Ltd.,Malla & Malla Stock Broking Company Pvt. Limited,2021-05-31T13:33:26.292825,Soaltee Hotel Limited
339,,2021053105001021,,SHL,48,11,359,245.0,87955.0,2021-05-31,30105318,147,Trishakti Securities Public Limited,Malla & Malla Stock Broking Company Pvt. Limited,2021-05-31T13:33:19.279489,Soaltee Hotel Limited
340,,2021053105001020,,SHL,48,59,641,245.0,157045.0,2021-05-31,30105315,147,Trishakti Securities Public Limited,Deevyaa Securities & Stock House Pvt. Ltd,2021-05-31T13:33:19.278538,Soaltee Hotel Limited
341,,2021053105001019,,SHL,29,55,50,244.0,12200.0,2021-05-31,30105255,147,Trisul Securities & Invt. Ltd.,Bhrikuti Stock Broking Co. Pvt. Ltd.,2021-05-31T13:33:13.386922,Soaltee Hotel Limited
342,,2021053105001018,,SHL,58,55,150,244.0,36600.0,2021-05-31,30105254,147,Naasa Securities Co. Ltd.,Bhrikuti Stock Broking Co. Pvt. Ltd.,2021-05-31T13:33:13.386555,Soaltee Hotel Limited
343,,2021053105001017,,SHL,5,55,100,244.0,24400.0,2021-05-31,30105252,147,Market Securities & Exchange (PVT) Ltd.,Bhrikuti Stock Broking Co. Pvt. Ltd.,2021-05-31T13:33:13.385947,Soaltee Hotel Limited
344,,2021053105001016,,SHL,41,55,100,244.0,24400.0,2021-05-31,30105250,147,Linch Stock Market Ltd.,Bhrikuti Stock Broking Co. Pvt. Ltd.,2021-05-31T13:33:13.385364,Soaltee Hotel Limited
345,,2021053105001015,,SHL,14,55,100,244.0,24400.0,2021-05-31,30105248,147,Nepal Stock House (PVT) Ltd.,Bhrikuti Stock Broking Co. Pvt. Ltd.,2021-05-31T13:33:13.384435,Soaltee Hotel Limited
346,,2021053105001014,,KLBSL,29,53,100,1670.0,167000.0,2021-05-31,30105102,694,Trisul Securities & Invt. Ltd.,Investment Management Nepal Pvt. Ltd.,2021-05-31T13:33:01.16745,Kisan Lagubitta Bittiya Sanstha Limited
347,,2021053105001013,,KLBSL,29,28,50,1669.0,83450.0,2021-05-31,30105099,694,Trisul Securities & Invt. Ltd.,Shree Krishna Securities Ltd.,2021-05-31T13:33:01.16726,Kisan Lagubitta Bittiya Sanstha Limited
348,,2021053105001012,,SHL,46,11,200,245.0,49000.0,2021-05-31,30105022,147,Kalika Securities Pvt. Ltd.,Malla & Malla Stock Broking Company Pvt. Limited,2021-05-31T13:32:50.596052,Soaltee Hotel Limited
349,,2021053105001011,,SHL,46,42,300,245.0,73500.0,2021-05-31,30105019,147,Kalika Securities Pvt. Ltd.,Sani Securities Company Ltd.,2021-05-31T13:32:50.595397,Soaltee Hotel Limited
350,,2021053105001010,,SHL,46,28,500,245.0,122500.0,2021-05-31,30105017,147,Kalika Securities Pvt. Ltd.,Shree Krishna Securities Ltd.,2021-05-31T13:32:50.594455,Soaltee Hotel Limited
351,,2021053105001009,,SHL,36,38,300,245.0,73500.0,2021-05-31,30101770,147,Secured Securities Ltd.,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,2021-05-31T13:29:49.013355,Soaltee Hotel Limited
352,,2021053105001008,,SHL,36,33,100,245.0,24500.0,2021-05-31,30101767,147,Secured Securities Ltd.,Dakshinkali Investment & Securities Pvt. Ltd.,2021-05-31T13:29:49.012751,Soaltee Hotel Limited
353,,2021053105001007,,SHL,36,59,100,245.0,24500.0,2021-05-31,30101765,147,Secured Securities Ltd.,Deevyaa Securities & Stock House Pvt. Ltd,2021-05-31T13:29:49.011953,Soaltee Hotel Limited
354,,2021053105001006,,KLBSL,13,52,209,1666.0,348194.0,2021-05-31,30101676,694,Thrive Brokerage House Pvt. Ltd,Sundhara Securities Limited,2021-05-31T13:29:43.326212,Kisan Lagubitta Bittiya Sanstha Limited
355,,2021053105001005,,SHL,8,55,100,245.0,24500.0,2021-05-31,30101670,147,Ashutosh Brokerage & Securities (PVT) Ltd.,Bhrikuti Stock Broking Co. Pvt. Ltd.,2021-05-31T13:29:42.472782,Soaltee Hotel Limited
356,,2021053105001004,,SHL,8,58,100,245.0,24500.0,2021-05-31,30101667,147,Ashutosh Brokerage & Securities (PVT) Ltd.,Naasa Securities Co. Ltd.,2021-05-31T13:29:42.472212,Soaltee Hotel Limited
357,,2021053105001003,,SHL,8,56,200,245.0,49000.0,2021-05-31,30101665,147,Ashutosh Brokerage & Securities (PVT) Ltd.,Sri Hari Securities Pvt. Ltd.,2021-05-31T13:29:42.471499,Soaltee Hotel Limited
358,,2021053105001002,,SHL,8,38,100,245.0,24500.0,2021-05-31,30101663,147,Ashutosh Brokerage & Securities (PVT) Ltd.,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,2021-05-31T13:29:42.470758,Soaltee Hotel Limited
359,,2021053105001001,,SHL,56,46,100,245.0,24500.0,2021-05-31,30101632,147,Sri Hari Securities Pvt. Ltd.,Kalika Securities Pvt. Ltd.,2021-05-31T13:29:41.107205,Soaltee Hotel Limited
360,,2021053105001000,,SHL,53,32,379,245.0,92855.0,2021-05-31,30100938,147,Investment Management Nepal Pvt. Ltd.,Premier Securities Company Ltd.,2021-05-31T13:29:00.109171,Soaltee Hotel Limited
361,,2021053105000999,,SHL,53,6,521,245.0,127645.0,2021-05-31,30100935,147,Investment Management Nepal Pvt. Ltd.,Agrawal Securities (PVT) Ltd.,2021-05-31T13:29:00.108489,Soaltee Hotel Limited
362,,2021053105000998,,SHL,53,48,400,245.0,98000.0,2021-05-31,30100933,147,Investment Management Nepal Pvt. Ltd.,Trishakti Securities Public Limited,2021-05-31T13:29:00.107843,Soaltee Hotel Limited
363,,2021053105000997,,SHL,53,5,200,245.0,49000.0,2021-05-31,30100931,147,Investment Management Nepal Pvt. Ltd.,Market Securities & Exchange (PVT) Ltd.,2021-05-31T13:29:00.106962,Soaltee Hotel Limited
364,,2021053105000996,,SHL,53,51,500,245.0,122500.0,2021-05-31,30100929,147,Investment Management Nepal Pvt. Ltd.,Oxford Securities Pvt. Ltd.,2021-05-31T13:29:00.106232,Soaltee Hotel Limited
365,,2021053105000995,,SHL,53,28,1800,245.0,441000.0,2021-05-31,30100927,147,Investment Management Nepal Pvt. Ltd.,Shree Krishna Securities Ltd.,2021-05-31T13:29:00.10555,Soaltee Hotel Limited
366,,2021053105000994,,SHL,53,16,100,245.0,24500.0,2021-05-31,30100925,147,Investment Management Nepal Pvt. Ltd.,Primo Securities (PVT) Ltd.,2021-05-31T13:29:00.104906,Soaltee Hotel Limited
367,,2021053105000993,,SHL,53,43,100,245.0,24500.0,2021-05-31,30100923,147,Investment Management Nepal Pvt. Ltd.,South Asian Bulls Pvt. Ltd.,2021-05-31T13:29:00.103946,Soaltee Hotel Limited
368,,2021053105000992,,SHL,49,26,2000,245.0,490000.0,2021-05-31,30099954,147,Online Securities Pvt. Ltd.,Asian Securities Private Ltd.,2021-05-31T13:28:09.955007,Soaltee Hotel Limited
369,,2021053105000991,,SHL,56,26,100,245.0,24500.0,2021-05-31,30098278,147,Sri Hari Securities Pvt. Ltd.,Asian Securities Private Ltd.,2021-05-31T13:26:47.340773,Soaltee Hotel Limited
370,,2021053105000990,,SHL,54,26,300,245.0,73500.0,2021-05-31,30097460,147,Sewa Securities Pvt. Ltd.,Asian Securities Private Ltd.,2021-05-31T13:26:14.737972,Soaltee Hotel Limited
371,,2021053105000989,,SHL,29,6,100,244.0,24400.0,2021-05-31,30097321,147,Trisul Securities & Invt. Ltd.,Agrawal Securities (PVT) Ltd.,2021-05-31T13:26:08.583158,Soaltee Hotel Limited
372,,2021053105000988,,SHL,53,26,100,245.0,24500.0,2021-05-31,30096622,147,Investment Management Nepal Pvt. Ltd.,Asian Securities Private Ltd.,2021-05-31T13:25:33.933568,Soaltee Hotel Limited
373,,2021053105000987,,SHL,8,26,200,245.0,49000.0,2021-05-31,30095706,147,Ashutosh Brokerage & Securities (PVT) Ltd.,Asian Securities Private Ltd.,2021-05-31T13:24:49.549978,Soaltee Hotel Limited
374,,2021053105000986,,SHL,34,26,200,245.0,49000.0,2021-05-31,30095542,147,Vision Securities Pvt. Ltd,Asian Securities Private Ltd.,2021-05-31T13:24:40.131577,Soaltee Hotel Limited
375,,2021053105000985,,SHL,45,26,151,245.0,36995.0,2021-05-31,30094872,147,Imperial Securities Company Pvt. Ltd.,Asian Securities Private Ltd.,2021-05-31T13:24:07.427091,Soaltee Hotel Limited
376,,2021053105000984,,SHL,43,52,50,244.0,12200.0,2021-05-31,30094507,147,South Asian Bulls Pvt. Ltd.,Sundhara Securities Limited,2021-05-31T13:23:47.651126,Soaltee Hotel Limited
377,,2021053105000983,,SHL,57,26,105,245.0,25725.0,2021-05-31,30094027,147,Aryatara Investment & Securities,Asian Securities Private Ltd.,2021-05-31T13:23:10.902232,Soaltee Hotel Limited
378,,2021053105000982,,KLBSL,48,29,10,1660.0,16600.0,2021-05-31,30093389,694,Trishakti Securities Public Limited,Trisul Securities & Invt. Ltd.,2021-05-31T13:22:51.396375,Kisan Lagubitta Bittiya Sanstha Limited
379,,2021053105000981,,SHL,45,26,101,245.0,24745.0,2021-05-31,30092236,147,Imperial Securities Company Pvt. Ltd.,Asian Securities Private Ltd.,2021-05-31T13:21:47.645056,Soaltee Hotel Limited
380,,2021053105000980,,SHL,17,26,100,245.0,24500.0,2021-05-31,30092022,147,ABC Securities Private Limited,Asian Securities Private Ltd.,2021-05-31T13:21:35.616411,Soaltee Hotel Limited
381,,2021053105000979,,SHL,52,56,50,245.0,12250.0,2021-05-31,30091649,147,Sundhara Securities Limited,Sri Hari Securities Pvt. Ltd.,2021-05-31T13:21:16.059782,Soaltee Hotel Limited
382,,2021053105000978,,SHL,29,58,200,244.0,48800.0,2021-05-31,30090730,147,Trisul Securities & Invt. Ltd.,Naasa Securities Co. Ltd.,2021-05-31T13:20:18.208501,Soaltee Hotel Limited
383,,2021053105000977,,SHL,22,26,200,245.0,49000.0,2021-05-31,30089642,147,Siprabi Securities Pvt. Ltd.,Asian Securities Private Ltd.,2021-05-31T13:19:13.088127,Soaltee Hotel Limited
384,,2021053105000976,,SHL,29,57,150,244.0,36600.0,2021-05-31,30088775,147,Trisul Securities & Invt. Ltd.,Aryatara Investment & Securities,2021-05-31T13:18:25.613367,Soaltee Hotel Limited
385,,2021053105000975,,SHL,21,57,100,244.0,24400.0,2021-05-31,30088774,147,Midas Stock Broking Company Private Limited,Aryatara Investment & Securities,2021-05-31T13:18:25.612603,Soaltee Hotel Limited
386,,2021053105000974,,SHL,34,52,150,244.0,36600.0,2021-05-31,30088728,147,Vision Securities Pvt. Ltd,Sundhara Securities Limited,2021-05-31T13:18:23.78264,Soaltee Hotel Limited
387,,2021053105000973,,SHL,42,52,200,244.0,48800.0,2021-05-31,30088726,147,Sani Securities Company Ltd.,Sundhara Securities Limited,2021-05-31T13:18:23.782103,Soaltee Hotel Limited
388,,2021053105000972,,SHL,59,52,100,244.0,24400.0,2021-05-31,30088724,147,Deevyaa Securities & Stock House Pvt. Ltd,Sundhara Securities Limited,2021-05-31T13:18:23.78138,Soaltee Hotel Limited
389,,2021053105000971,,SHL,59,38,100,244.0,24400.0,2021-05-31,30087687,147,Deevyaa Securities & Stock House Pvt. Ltd,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,2021-05-31T13:17:10.858211,Soaltee Hotel Limited
390,,2021053105000970,,SHL,35,57,300,244.0,73200.0,2021-05-31,30086830,147,Kohinoor Investment & Securities Pvt. Ltd.,Aryatara Investment & Securities,2021-05-31T13:16:10.837059,Soaltee Hotel Limited
391,,2021053105000969,,SHL,35,37,2696,244.0,657824.0,2021-05-31,30086419,147,Kohinoor Investment & Securities Pvt. Ltd.,Swarna Laxmi Securities Pvt. Ltd.,2021-05-31T13:15:45.857618,Soaltee Hotel Limited
392,,2021053105000968,,SHL,26,37,400,244.0,97600.0,2021-05-31,30086418,147,Asian Securities Private Ltd.,Swarna Laxmi Securities Pvt. Ltd.,2021-05-31T13:15:45.856609,Soaltee Hotel Limited
393,,2021053105000967,,SHL,38,26,500,245.0,122500.0,2021-05-31,30086172,147,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,Asian Securities Private Ltd.,2021-05-31T13:15:28.807876,Soaltee Hotel Limited
394,,2021053105000966,,SHL,26,28,250,244.0,61000.0,2021-05-31,30085801,147,Asian Securities Private Ltd.,Shree Krishna Securities Ltd.,2021-05-31T13:15:04.568225,Soaltee Hotel Limited
395,,2021053105000965,,SHL,19,28,225,244.0,54900.0,2021-05-31,30085798,147,Nepal Investment And Securities Trading Private Limited,Shree Krishna Securities Ltd.,2021-05-31T13:15:04.567243,Soaltee Hotel Limited
396,,2021053105000964,,SHL,19,37,200,244.0,48800.0,2021-05-31,30085635,147,Nepal Investment And Securities Trading Private Limited,Swarna Laxmi Securities Pvt. Ltd.,2021-05-31T13:14:53.711024,Soaltee Hotel Limited
397,,2021053105000963,,SHL,49,37,100,244.0,24400.0,2021-05-31,30085634,147,Online Securities Pvt. Ltd.,Swarna Laxmi Securities Pvt. Ltd.,2021-05-31T13:14:53.710409,Soaltee Hotel Limited
